Time,Amount,merchant_risk,device_risk,international,card_age_days,num_items,online_order,Class
-1.4196597215865794,-0.6156591805190423,0.241,0.799,0,1565,1,1,0
0.950103182455155,-0.6348108005081524,0.473,0.164,0,1310,7,0,0
0.5369063577352841,0.09764095172842543,0.538,0.759,0,515,7,0,0
-0.20959189016264684,-0.31366288708531986,0.523,0.411,0,132,4,1,0
-0.22988119619469868,-0.43964667300007815,0.472,0.0,0,589,5,1,0
1.243046311798482,-0.5481725196050353,0.323,0.351,0,591,6,1,0
-1.4310962405839156,-0.6097964397060495,0.007,0.387,1,489,2,0,0
0.6850403235921995,-0.40694560757649556,0.0,0.0,0,97,7,1,0
-1.031278741065832,2.6065031703018477,0.216,0.347,0,1164,3,0,0
-1.4026151022052604,0.08070414493533483,0.635,0.48,0,77,2,0,0
0.09358602238144854,-0.6013280363095042,0.151,0.664,0,1494,7,1,0
1.6480713331016925,0.2293571953269989,0.317,0.435,0,1368,1,0,0
0.817892215902762,-0.5152108879230975,0.045,0.864,0,1460,3,0,0
0.9057391026318631,-0.21021808251828988,0.655,0.469,0,1701,7,0,0
0.7546408551434138,-0.3767199216072878,0.0,0.652,0,445,6,0,0
0.9920037038954832,2.6195314832196095,0.286,0.425,0,1780,5,1,0
0.04771977281244687,-0.5467394051840815,0.359,0.0,0,1117,4,0,0
-1.2851454280907648,-0.18767910117056164,0.328,0.091,0,1341,4,0,0
1.177812086974797,-0.46596386509395726,0.025,0.531,0,200,5,1,0
-0.16977437743636942,0.16004657060450517,0.389,0.824,0,1765,3,1,0
0.00315540368972689,-0.08683995918708406,0.0,0.629,0,493,2,0,0
-0.4452322509396358,0.9056569188880227,0.151,0.0,0,653,6,0,0
-1.0967533130488305,0.16643044393420864,0.269,0.505,0,1614,3,1,0
1.4789670775946702,-0.5696692359193426,0.013,0.105,0,653,3,1,0
0.9764412253299312,7.3024282783799705,0.279,0.262,1,1648,1,0,0
0.49985283734111235,0.03901354359849658,0.245,0.38,0,488,7,0,0
-0.33579417773220127,-0.3634310424311706,0.463,0.471,0,1609,3,0,0
1.1190271775926923,-0.1789501315156612,0.208,0.176,0,1483,5,0,0
0.1591807679441038,0.09386274098227448,0.072,0.121,1,153,3,1,0
-0.19390923801743798,0.07445055473480912,0.0,0.203,0,430,6,1,0
-0.16951400134711306,0.016213995992413143,0.304,0.121,1,398,1,1,0
-0.9420899160305637,0.29267479610732205,0.019,0.287,0,569,6,1,0
-1.4096652855451244,0.2627096763964696,0.0,0.649,0,1024,3,1,0
0.19086653511360627,-0.4554109316305701,0.554,0.0,0,1047,6,1,0
1.3444327551689128,2.7968468220303504,0.384,0.758,0,1617,3,1,0
-1.5076868686851657,2.3760323147866385,0.126,0.2,0,57,5,0,0
1.241984778511514,0.23391710484821554,0.433,0.081,1,1316,7,1,0
1.1358715076745833,-0.3085818450473928,0.0,0.479,0,1690,4,0,0
-0.7706823335801198,-0.2666306774521992,0.566,0.484,0,53,6,1,0
0.45763185302169945,-0.466745563869023,0.0,0.563,0,1467,4,1,0
-1.1566999003676173,-0.45358696782208346,0.239,0.12,0,1736,7,1,0
0.8951838565520098,-0.6504447760094668,0.352,0.616,0,377,4,0,0
0.695956090411023,1.3856199667783737,0.0,0.443,0,796,3,0,0
-0.5015335730088339,0.7368099834738276,0.231,0.552,0,401,3,1,0
-1.4934863573557235,-0.5816552838036836,0.429,0.408,0,1809,1,0,0
1.6310267137203736,0.4069331003960945,0.348,0.383,0,1316,7,0,0
-0.18603786854991936,-0.270799737585883,0.297,0.356,1,1770,2,1,0
1.3625389078371999,-0.35717745223064484,0.151,0.176,0,871,1,0,0
0.6177230900544638,-0.06208616464333635,0.259,0.214,0,910,5,1,0
0.9654253138613936,-0.5854334945498345,0.233,0.415,0,995,4,0,0
0.9014529116241048,-0.2676729424856201,0.096,0.269,0,1548,4,0,0
-1.0549128783983306,-0.2900816407041708,0.485,0.0,0,1105,5,0,0
-0.46908670650150525,-0.265327846160423,0.0,0.518,1,373,3,0,0
-0.11323270820785773,-0.6758499861991026,0.276,0.681,0,1033,1,1,0
-0.0056973833449887185,-0.0035890396425850893,0.474,0.244,0,1824,5,0,0
-1.5769469084273524,0.6333651789067976,0.24,0.0,0,162,7,1,0
0.1631264671428345,-0.13752009643717814,0.407,0.291,0,1510,6,1,0
-1.1945545779595008,-0.30115570668426844,0.006,0.409,0,272,1,1,0
0.8442703166374237,5.716100897513274,0.2,0.117,0,1762,5,1,0
0.6354687219837807,-0.6169620118108186,0.298,0.431,0,75,3,0,0
1.4643059008765438,0.08800000016928156,0.258,0.358,0,499,5,1,0
0.8490572308937517,-0.15797454771806443,0.289,0.291,1,1703,1,1,0
-0.459613022638563,2.5037097813807057,0.0,0.462,0,504,2,0,0
1.6199907733218932,-0.09153015183747837,0.0,0.484,1,1147,5,1,0
-0.3066120268055482,0.14806052272016432,0.389,0.362,0,1741,5,0,0
-0.6008770655250997,-0.01987443078978755,0.189,0.439,0,1719,3,1,0
1.4055009625644963,-0.4049913606388313,0.22,0.226,0,528,1,1,0
-0.44639392887631796,-0.6314234391495342,0.129,0.351,0,1188,4,1,0
-1.4643242353590133,-0.4413403536793871,0.236,0.514,0,1161,7,1,0
-0.10341853253588794,0.3546895655958691,0.23,0.047,0,610,2,0,0
1.0252917854604093,-0.17986211341990452,0.843,0.344,0,1576,4,0,0
-1.0727987128372471,-0.26897577377739634,0.639,0.334,0,1120,1,1,0
-0.1263115994605032,0.916470418609765,0.297,0.144,0,1207,5,1,0
-1.2788964019486126,-0.6993009494510741,0.19,0.605,0,792,6,0,0
0.6473458774398584,-0.6355924992832181,0.512,0.134,1,112,6,1,0
-0.08214780893663912,-0.6826247089163389,0.178,0.0,0,290,2,1,0
-0.585755223418289,0.7425424411576428,0.12,0.0,0,1402,2,1,0
-0.943231565037303,-0.3461033862505472,0.048,0.485,0,177,5,0,0
0.22517609210561496,0.33762247567360093,0.0,0.08,0,371,1,0,0
0.5896625592046073,-0.33190252517018665,0.791,0.053,0,31,3,0,0
1.5258347736608115,0.5813822103649272,0.138,0.633,0,74,3,0,0
-0.2155805402155427,-0.2726237013943697,0.132,0.524,0,1288,4,1,0
-1.1724226103727118,-0.09205128435418884,0.442,0.236,0,754,4,1,0
1.153336734584701,-0.14611878296290098,0.216,0.0,0,654,2,0,0
0.4510623640004625,-0.07498419443192063,0.0,0.067,0,1084,5,1,0
0.6950547885635973,1.6712005859357157,0.029,0.175,0,1276,7,1,0
-1.3920598561254072,-0.5273272189366163,0.354,0.113,1,1618,1,0,0
-0.6474643565720419,-0.2919056045126574,0.013,0.858,0,1397,7,1,0
0.928952632435563,-0.2628524667060482,0.429,0.0,0,1370,3,0,0
1.1518946516288198,-0.3592619822974868,0.227,0.678,0,1377,5,1,0
-0.2222702028164364,-0.38323407806616877,0.391,0.505,0,218,1,1,0
1.0567372054705984,-0.5539049772888506,0.39,0.051,0,485,2,0,0
1.1845418074355762,1.3332461488489704,0.436,0.435,0,1747,1,1,0
-0.3874888459145564,-0.3492301813508101,0.356,0.119,1,368,2,0,0
1.3797237297281184,4.148273720989799,0.345,0.659,0,901,6,0,0
-0.7306445026244717,0.05282355529132421,0.268,0.394,0,1393,6,0,0
-0.8994483241823521,-0.45606234727645817,0.189,0.509,1,1555,7,0,0
0.6335659736392151,0.06819696453428332,0.174,0.418,0,1382,7,1,0
0.47527734030130225,-0.21933790156072322,0.241,0.799,1,1353,6,1,0
-1.2448672499758031,0.8148495778512217,0.614,0.289,0,1732,1,0,0
1.153537023884129,-0.4858971838581331,0.29,0.408,0,431,3,0,0
-1.036666523220444,-0.5567712061307583,0.293,0.213,0,1258,2,0,0
1.0571978708592826,-0.03133934615741802,0.0,0.134,0,1552,5,0,0
-1.7030690802771355,0.3460908790701461,0.403,0.395,1,1145,5,1,0
1.0293176003789113,-0.18559457110371977,0.383,0.277,1,82,5,0,0
0.9949880144569597,0.20838161152940216,0.383,0.0,0,479,2,0,0
0.9722752079018296,0.06663356698415192,0.548,0.303,0,1622,4,0,0
0.5724977662436316,-0.6993009494510741,0.259,0.551,0,1672,7,1,0
-0.0964684938457379,-0.2037039260594089,0.428,0.0,0,1131,5,1,0
0.712019292225145,0.8482020589206924,0.222,0.422,0,656,4,0,0
-0.7694405399236665,-0.10377676598017459,0.467,0.043,0,1796,3,1,0
0.9735370304882258,-0.6587828962768344,0.646,0.461,0,358,4,0,0
0.19453182929313784,-0.4416009199377424,0.036,0.423,0,968,2,0,0
-0.14025173470068886,-0.04306482778340387,0.572,0.062,0,919,1,1,0
0.021341672077785197,1.8552906474636928,0.366,0.05,0,1341,5,0,0
0.23985729775368403,-0.5840003801288807,0.321,0.723,0,630,5,0,0
-1.599599628192654,-0.18585513736207504,0.263,0.583,0,1439,5,1,0
-1.2447270474662036,-0.5116932434353019,0.266,0.263,0,1592,3,1,0
-0.8789386999209294,-0.052575496213370064,0.6,0.393,0,120,4,1,0
-1.3321733555964488,0.18701517834427253,0.126,0.261,0,1594,1,1,0
-0.20704821605991183,-0.3631704761728154,0.136,0.199,0,133,3,0,0
0.5847955292285081,0.0936021747239192,0.076,0.133,0,827,2,0,0
0.5364256634166569,0.5987098665455506,0.48,0.044,0,939,6,0,0
-0.09809083717110434,-0.3322933745577195,0.35,0.28,1,375,1,0,0
1.2308687223932624,-0.694871323059035,0.42,0.544,0,1710,7,1,0
0.22771976620834997,1.0889652816409334,0.099,0.264,1,1659,1,0,0
-1.4544499728972151,0.2375650324651889,0.302,0.297,0,1604,1,1,0
0.9190983989037076,0.004749080624782577,0.544,0.204,0,1514,2,1,0
0.2601265748557931,-0.3619979280102168,0.317,0.621,0,1734,3,1,0
0.46820712803149545,0.5350014163776946,0.354,0.066,1,1481,4,1,0
0.22820046052697707,2.708905709835457,0.352,0.403,0,824,2,1,0
0.18738150130355985,-0.27483851459038927,0.48,0.841,0,178,3,0,0
-1.4151131544895648,-0.2115209138100661,0.666,0.185,0,1773,2,0,0
0.20684962120795705,-0.4680483951607992,0.4,0.216,0,1633,3,1,0
